Site_Id,Unit_Id,Read_Date,Salinity (ppt),Dissolved Oxygen (mg/L),pH (standard units),Secchi Depth (m),Water Depth (m),Water Temp (?C),Air Temp-Celsius,Air Temp (?F),Time (24:00),Field_Tech,DateVerified,WhoVerified,AirTemp (C),Year
Bay,,2013-05-08,0,8.2,7,0.3,0.7,19,,67,0:00,S. Poe,,,19.44444444,2013
Bay,,2013-05-25,0,6.1,7.5,0.4,0.9,24,,72,0:00,S. Poe,,,22.22222222,2013
Bay,,2013-06-13,0,6.9,7.5,0.5,0.7,26,,81,0:00,S. Poe,,,27.22222222,2013
Bay,,2013-06-25,0,6.7,7.5,0.4,0.9,26,,78,0:00,S. Poe,,,25.55555556,2013
Bay,,2013-07-11,0,6.8,7.5,0.5,0.9,26,,81,0:00,S. Poe,,,27.22222222,2013
Bay,,2013-07-25,0,5.9,8,0.5,0.8,26,,72,0:00,S. Poe,,,22.22222222,2013
Bay,,2013-08-08,0,6.8,8.5,0.5,0.8,24,,79,0:00,S. Poe,,,26.11111111,2013
Bay,,2013-08-22,0,6,8.5,0.5,0.7,26,,78,0:00,S. Poe,,,25.55555556,2013
Bay,,2013-09-12,0,4.3,8,0.5,0.8,25,,75,N/A,S. Poe,,,23.88888889,2013
Bay,,2013-09-26,0,6.1,8.5,0.3,0.4,19,,69,0:00,S. Poe,,,20.55555556,2013
Bay,,2013-10-22,0,7.9,7,0.7,0.8,16,,58,0:00,S. Poe,,,14.44444444,2013
Bay,,2013-11-12,0,9.8,7.5,0.4,0.6,11,,54,0:00,S. Poe,,,12.22222222,2013
Bay,,2013-11-19,0,7.1,7,0.3,0.5,12,,52,0:00,S. Poe,,,11.11111111,2013
Bay,,2013-12-04,0,7,7.5,0.2,0.5,11,,50,0:00,S. Poe,,,10,2013
Bay,,2013-12-11,0,8.35,7,0.2,0.5,8,,38,0:00,S. Poe,,,3.333333333,2013
A,,2014-01-03,0,,6.5,0.6,0.9,6,,26,11:25,S. Poe,2014-03-27,Karen Beatty,-3.333333333,2014
B,,2014-01-03,0,,6,0.3,0.3,5,,26,11:35,S. Poe,2014-03-27,Karen Beatty,-3.333333333,2014
D,,2014-01-03,0,7.9,6.5,1.1,1.2,5,,26,10:45,S. Poe,2014-03-27,Karen Beatty,-3.333333333,2014
Bay,,2014-01-03,0,7.3,7,0.1,0.4,5,,26,10:15,S. Poe,2014-03-27,Karen Beatty,-3.333333333,2014
A,,2014-01-14,0,6.8,6.5,0.5,0.5,11,,53,10:20,S. Poe,2014-03-27,Karen Beatty,11.66666667,2014
B,,2014-01-14,0,6.2,6.5,0.4,0.4,,,53,10:45,S. Poe,2014-03-27,Karen Beatty,11.66666667,2014
D,,2014-01-14,0,,6.5,1,1.4,11,,53,11:10,S. Poe,2014-03-27,Karen Beatty,11.66666667,2014
Bay,,2014-01-14,0,8.7,7,0.4,0.6,11,,53,9:45,S. Poe,2014-03-27,Karen Beatty,11.66666667,2014
A,,2014-02-11,0,,6.5,0.5,0.9,1,,29,10:40,S. Poe,2014-03-27,Karen Beatty,-1.666666667,2014
B,,2014-02-11,0,,7,0.3,0.3,4,,29,10:10,S. Poe,2014-03-27,Karen Beatty,-1.666666667,2014
D,,2014-02-11,0,10,6.5,0.8,1.4,2,,29,,S. Poe,2014-03-27,Karen Beatty,-1.666666667,2014
Bay,,2014-02-11,0,8.8,7,0.2,0.2,3,,29,9:30,S. Poe,2014-03-27,Karen Beatty,-1.666666667,2014
A,,2014-02-25,0,6,6.5,0.3,0.5,9,,41,10:30,S. Poe,2014-03-27,Karen Beatty,5,2014
B,,2014-02-25,0,8.1,7,0.3,0.3,8,,41,11:00,S. Poe,2014-03-27,Karen Beatty,5,2014
D,,2014-02-25,0,,6.5,0.7,1.2,9,,41,11:20,S. Poe,2014-03-27,Karen Beatty,5,2014
Bay,,2014-02-25,0,6.9,7,0.3,0.5,9,,41,9:30,S. Poe,2014-03-27,Karen Beatty,5,2014
Bay,,2014-03-12,0,8.2,7.5,0.2,0.5,14,,57,9:45,S. Poe,2014-03-27,Karen Beatty,13.88888889,2014
D,,2014-03-12,0,8.2,6,1.2,1.4,14,,54,10:45,S. Poe,2014-03-27,Karen Beatty,12.22222222,2014
B,,2014-03-12,0,,7,0.3,0.3,14.5,,54,10:40,S. Poe,2014-03-27,Karen Beatty,12.22222222,2014
A,,2014-03-12,0,,6.5,0.5,0.7,13,,54,10:50,S. Poe,2014-03-27,Karen Beatty,12.22222222,2014
Bay,,2014-03-27,0,10,7,0.2,0.3,4,,40,9:45,S. Poe,2014-03-27,Karen Beatty,4.444444444,2014
A,,2014-03-27,0,,7,0.1,0.5,7,,40,10:55,S. Poe,2014-03-27,Karen Beatty,4.444444444,2014
B,,2014-03-27,0,,7,0.4,0.4,5,,40,10:25,S. Poe,2014-03-27,Karen Beatty,4.444444444,2014
D,,2014-03-27,0,,6.5,1.5,1.6,6,,40,10:15,S. Poe,2014-03-27,Karen Beatty,4.444444444,2014
A,,2014-04-10,0,,6.5,0,0.4,17,,54,10:45,S. Poe,2014-04-14,Karen Beatty,12.22222222,2014
B,,2014-04-10,0,,7,0.3,0.3,15,,54,10:35,S. Poe,2014-04-14,Karen Beatty,12.22222222,2014
D,,2014-04-10,0,8.2,6.5,0.9,1.6,16,,53,10:15,S. Poe,2014-04-14,Karen Beatty,11.66666667,2014
Bay,,2014-04-10,0,9,7.5,0.4,0.7,,,52,9:45,S. Poe,2014-04-14,Karen Beatty,11.11111111,2014
Bay,,2014-05-07,0,6.8,7,0.5,0.9,18,,60,9:45,Sue Poe,2014-05-16,K Beatty,15.55555556,2014
A,,2014-05-07,0,,6.5,0,0.9,19,,60,10:50,S. Poe,2014-05-16,K. Beatty,15.55555556,2014
B,,2014-05-07,0,,7,0.1,0.2,18,,60,10:37,S. Poe,2014-05-16,K. Beatty,15.55555556,2014
D,,2014-05-07,0,6.6,6.5,0.5,1.5,19,,60,10:15,S. Poe,2014-05-16,K. Beatty,15.55555556,2014
Bay,,2014-05-20,0,7.3,7.5,0.4,0.5,18,,67,9:50,S. Poe,2014-05-21,K Beatty,19.44444444,2014
A,,2014-05-20,0,3,6.5,0.2,0.3,21,,67,10:25,S. Poe,2014-05-21,K Beatty,19.44444444,2014
B,,2014-05-20,0,3.86,7.5,0.5,0.5,20,,68,10:50,S. Poe,2014-05-21,K Beatty,20,2014
D,,2014-05-20,0,,6.5,0.5,1.4,21,,68,,S. Poe,2014-05-21,K Beatty,20,2014
Bay,01CSV,2014-06-10,0,5.4,7,0.4,0.8,15,22,72,9:45,Sue Poe,2014-06-16,Trenton Miller,22.22222222,2014
A,01CSV,2014-06-10,0,0,7,0.5,0.7,27,23,74,11:00,Sue Poe,2014-06-23,Trenton Miller,23.33333333,2014
B,01CSV,2014-06-10,0,0,8,0.3,0.3,27,74,23,10:50,Sue Poe,2014-06-23,Trenton Miller,-5,2014
C,01CSV,2014-06-10,0,4.3,7,0.8,1.3,27,74,23,10:35,Sue Poe,2014-06-23,Trenton Miller,-5,2014
A,,2014-06-24,0,4,7,0.6,0.6,25,,78,10:30,Sue Poe,2014-07-10,Rebecca Walawender,25.55555556,2014
B,,2014-06-24,0,6,7,0.1,0.1,27,,78,10:50,Sue Poe,2014-07-10,Rebecca Walawender,25.55555556,2014
D,,2014-06-24,0,,7,0.7,1.2,28,,78,11:15,Sue Poe,2014-07-10,Rebecca Walawender,25.55555556,2014
Bay,,2014-06-24,0,4.2,8,0.4,0.6,24,,78,9:45,Sue Poe,2014-07-10,Rebecca Walawender,25.55555556,2014
A,,2014-07-08,0,,7.5,0.6,0.8,29,,83,10:50,Sue Poe,2014-07-10,Rebecca Walawender,28.33333333,2014
B,,2014-07-08,0,,7.5,0.1,0.1,28,,83,10:35,Sue Poe,2014-07-10,Rebecca Walawender,28.33333333,2014
D,,2014-07-08,0,5.8,6.5,1,1.3,28,,83,10:15,Sue Poe,2014-07-10,Rebecca Walawender,28.33333333,2014
Bay,,2014-07-08,0,4.2,7.5,0.5,0.8,25,,83,9:45,Sue Poe,2014-07-10,Rebecca Walawender,28.33333333,2014
Bay,,2014-07-22,0,3.7,7.5,0.4,0.6,26,,80,9:35,Sue Poe,2014-07-24,Rebecca Walawender,26.66666667,2014
A,,2014-07-22,0,,6.5,0.5,0.8,27,,80,10:40,Sue Poe,2014-07-24,Rebecca Walawender,26.66666667,2014
B,,2014-07-22,0,,7.5,0.1,0.1,28,,80,10:30,Sue Poe,2014-07-24,Rebecca Walawender,26.66666667,2014
D,,2014-07-22,0,5.3,7,0.8,1.3,27,,80,10:05,Sue Poe,2014-07-24,Rebecca Walawender,26.66666667,2014
Bay,,2014-08-12,0,3.9,8,4.5,7.5,25,,79,9:40,Sue Poe,2014-08-13,Rebecca Walawender,26.11111111,2014
D,,2014-08-12,0,,7,0.8,1.6,26,,80,11:07,Sue Poe,2014-08-13,Rebecca Walawender,26.66666667,2014
A,,2014-08-12,0,3,8,0.1,0.1,26,,80,10:45,Sue Poe,2014-08-13,Rebecca Walawender,26.66666667,2014
B,,2014-08-12,0,2.4,6.5,0.5,0.8,26,,80,10:25,Sue Poe,2014-08-13,Rebecca Walawender,26.66666667,2014
A,,2014-08-28,0,,7,0.7,0.7,27,,79,10:37,Sue Poe,2014-09-11,Rebecca Walawender,26.11111111,2014
D,,2014-08-28,0,5.3,6.5,1,1.5,25,,78,10:15,Sue Poe,2014-09-11,Rebecca Walawender,25.55555556,2014
Bay,,2014-08-28,0,3.9,8.5,0.35,0.45,24,,78,9:45,Sue Poe,2014-09-11,Rebecca Walawender,25.55555556,2014
A,,2014-09-10,0,4.6,6.5,0.4,0.4,24,,75,10:45,Sue Poe,2014-09-11,Rebecca Walawender,23.88888889,2014
B,,2014-09-10,0,3.7,6.5,0.2,0.2,25,,75,10:30,Sue Poe,2014-09-11,Rebecca Walawender,23.88888889,2014
D,,2014-09-10,0,,6.5,1.3,1.3,24,,75,10:15,Sue Poe,2014-09-11,Rebecca Walawender,23.88888889,2014
Bay,,2014-09-10,0,2.7,7.5,0.5,0.8,24,,75,9:35,Sue Poe,2014-09-11,Rebecca Walawender,23.88888889,2014
Bay,,2014-09-23,0,7,8,0.4,0.6,20,,63,9:40,Sue Poe,2014-09-25,Rebecca Walawender,17.22222222,2014
A,,2014-09-23,0,,6,0.3,0.6,22,,63,10:40,Sue Poe,2014-09-25,Rebecca Walawender,17.22222222,2014
B,,2014-09-23,0,,7,0.01,0.01,18,,63,10:30,Sue Poe,2014-09-25,Rebecca Walawender,17.22222222,2014
D,,2014-09-23,0,6.3,,1,1.3,20,,63,10:10,Sue Poe,2014-09-25,Rebecca Walawender,17.22222222,2014
A,,2014-10-07,0,6.4,7,0.3,0.3,20,,67,11:00,S. Poe,2014-10-14,Rebecca Walawender,19.44444444,2014
B,,2014-10-07,0,5.9,7,0.1,0.1,17,,67,10:15,S. Poe,2014-10-14,Rebecca Walawender,19.44444444,2014
D,,2014-10-07,0,,6,1.45,1.45,20,,67,11:20,S. Poe,2014-10-14,Rebecca Walawender,19.44444444,2014
Bay,,2014-10-07,0,6,7.5,0.65,0.9,,,65,9:45,S. Poe,2014-10-14,Rebecca Walawender,18.33333333,2014
A,,2014-10-21,0,,6.5,0.3,0.6,18,,68,10:45,Sue Poe,2014-10-21,Rebecca Walawender,20,2014
B,,2014-10-21,0,,7.5,0.1,0.1,,,68,10:35,Sue Poe,2014-10-21,Rebecca Walawender,20,2014
D,,2014-10-21,0,7.6,6,1.3,1.3,18,,68,10:15,Sue Poe,2014-10-21,Rebecca Walawender,20,2014
Bay,,2014-10-21,0,6.5,7.5,0.4,0.7,16.5,,68,9:45,Sue Poe,2014-10-21,Rebecca Walawender,20,2014
Bay,,2014-11-13,0,7,7,0.3,0.4,13,,51,9:45,Sue Poe,2014-11-18,Rebecca Walawender,10.55555556,2014
A,,2014-11-13,0,7.2,6.5,0.3,0.3,14,,51,10:45,Sue Poe,2014-11-18,Rebecca Walawender,10.55555556,2014
B,,2014-11-13,0,6.2,7.5,0.15,0.15,13,,51,11:15,Sue Poe,2014-11-18,Rebecca Walawender,10.55555556,2014
D,,2014-11-13,0,,6.5,0.12,0.12,14,,51,11:45,Sue Poe,2014-11-18,Rebecca Walawender,10.55555556,2014
Bay,,2014-12-02,0,9.8,7,0.4,0.6,11,,48,9:30,Sue Poe,2014-12-04,Rebecca Walawender,8.888888889,2014
A,,2014-12-02,0,,7,0.6,0.9,10,,48,10:50,Sue Poe,2014-12-04,Rebecca Walawender,8.888888889,2014
B,,2014-12-02,0,,6.5,0.3,0.3,10,,48,10:35,Sue Poe,2014-12-02,Rebecca Walawender,8.888888889,2014
D,,2014-12-02,0,9.7,6,1.2,1.2,10,,48,10:05,Sue Poe,2014-12-04,Rebecca Walawender,8.888888889,2014
Bay,,2014-12-19,0,7.6,9,0.5,0.5,11,,42,9:45,Sue Poe,2015-01-13,Rebecca Walawender,5.555555556,2014
A,,2014-12-19,0,7.3,7,0.6,1,7,,42,11:00,Sue Poe,2015-01-13,Rebecca Walawender,5.555555556,2014
B,,2014-12-19,0,6.3,6.5,0.15,0.15,7,,42,10:00,Sue Poe,2015-01-13,Rebecca Walawender,5.555555556,2014
D,,2014-12-19,0,,7,1.1,1.1,7,,42,10:25,Sue Poe,2015-01-13,Rebecca Walawender,5.555555556,2014
Bay,,2015-01-06,0,8.9,7,0.4,0.6,9,,38,9:45,Sue Poe,2015-01-13,Rebecca Walawender,3.333333333,2015
A,,2015-01-06,0,,6.5,0.7,0.7,9,,38,11:10,Sue Poe,2015-01-13,Rebecca Walawender,3.333333333,2015
B,,2015-01-06,0,,7,0.3,0.3,8,,38,11:00,Sue Poe,2015-01-13,Rebecca Walawender,3.333333333,2015
D,,2015-01-06,0,9,6.5,1.3,1.5,9,,38,10:30,Sue Poe,2015-01-13,Rebecca Walawender,3.333333333,2015
Bay,,2015-01-20,0,8.3,7,0.2,0.6,7,,44,9:45,Sue Poe,2015-02-10,Karen Callaway,6.666666667,2015
A,,2015-01-20,0,,6.5,0.5,1,8,,44,10:50,Sue Poe,2015-02-10,Karen Callaway,6.666666667,2015
B,,2015-01-20,0,,7,0.2,0.2,7,,44,10:40,Sue Poe,2015-02-10,Karen Callaway,6.666666667,2015
D,,2015-01-20,0,9,6.5,1,1.4,8,,45,10:10,Sue Poe,2015-02-10,Karen Callaway,7.222222222,2015
Bay,,2015-02-03,0,10,,0.4,0.6,,,31,9:20,Sue Poe,2015-02-10,Karen Callaway,-0.555555556,2015
A,,2015-02-03,0,9.7,6.5,0.4,0.5,3,,32,10:30,Sue Poe,2015-02-10,Karen Callaway,0,2015
B,,2015-02-03,0,7.6,6.5,0.3,0.3,3,,35,10:57,Sue Poe,2015-02-10,Karen Callaway,1.666666667,2015
D,,2015-02-03,0,,6.5,1.2,1.5,4,,35,11:30,Sue Poe,2015-02-10,Karen Callaway,1.666666667,2015
A,,2015-02-24,0,,6.5,0.4,0.5,1,,25,11:00,Sue Poe,2015-02-24,Karen Callaway,-3.888888889,2015
B,,2015-02-24,,,,,,,,25,10:55,Sue Poe,2015-02-24,Karen Callaway,-3.888888889,2015
D,,2015-02-24,0,10,6.5,0.1,0.15,0,,25,10:20,Sue Poe,2015-02-24,Karen Callaway,-3.888888889,2015
Bay,,2015-02-24,0,9.2,7,0.2,0.2,3,,25,9:45,Sue Poe,2015-02-24,Karen Callaway,-3.888888889,2015
Bay,01csv,2015-04-21,0,7.1,7,0.3,0.9,20,,65,9:20,Sue Poe,2015-05-08,Amy Keiler,18.33333333,2015
B,01csv,2015-04-21,0,5.3,7.5,,,20,,65,10:15,Sue Poe,2015-05-08,Amy Keiler,18.33333333,2015
A,01csv,2015-04-21,0,4,6.5,0.3,0.4,19,,65,10:45,Sue Poe,2015-05-08,Amy Keiler,18.33333333,2015
Bay,01csv,2015-04-07,0,8.2,7,0.2,0.6,15,,64,9:45,Sue Poe,2015-05-08,Amy Keiler,17.77777778,2015
D,01csv,2015-04-07,0,7.4,6.5,0.9,1.3,16,,64,10:10,Sue Poe,2015-05-08,Amy Keiler,17.77777778,2015
B,01csv,2015-04-07,0,,7,0.3,0.3,17,,65,10:40,Sue Poe,2015-05-08,Amy Keiler,18.33333333,2015
A,01csv,2015-04-07,0,,7,0.3,0.5,18,,65,10:50,Sue Poe,2015-05-08,Amy Keiler,18.33333333,2015
Bay,01csv,2015-03-24,0,,6.5,0.9,1.2,10,,41,11:40,Sue Poe,2015-05-08,Amy Keiler,5,2015
Bay,01csv,2015-03-24,0,10,7,0.3,0.3,9,,40,9:50,Sue Poe,2015-05-08,Amy Keiler,4.444444444,2015
B,01csv,2015-03-24,0,10,7,0.4,0.5,9,,41,11:15,Sue Poe,2015-05-08,Amy Keiler,5,2015
A,01csv,2015-03-24,0,7.8,7,0.3,0.3,10,,41,10:40,Sue Poe,2015-05-08,Amy Keiler,5,2015
D,01csv,2015-04-21,0,,6.5,1,1.5,19,,65,11:15,Sue Poe,2015-05-08,Amy Keiler,18.33333333,2015
Bay,01csv,2015-05-07,0,6.3,7.5,0.3,0.6,20,,65,9:45,Sue Poe,2015-05-08,Amy Keiler,18.33333333,2015
D,01csv,2015-05-07,0,7.7,7,1.1,1.3,20,,65,10:15,Sue Poe,2015-05-08,Amy Keiler,18.33333333,2015
B,01csv,2015-05-07,0,,8,0.1,0.1,21,,66,10:35,Sue Poe,2015-05-08,Amy Keiler,18.88888889,2015
A,01csv,2015-05-07,0,,7.5,0.15,0.15,21,,66,10:45,Sue Poe,2015-05-08,Amy Keiler,18.88888889,2015
Bay,01csv,2015-06-01,0,4.3,7.5,0.4,0.9,25,,74,9:30,sue Poe,2015-06-03,amy keiler,23.33333333,2015
D,01csv,2015-06-01,0,5.8,7,0.2,0.9,27,,75,9:55,Sue Poe,2015-06-03,Amy Keiler,23.88888889,2015
B,01csv,2015-06-01,0,,7.5,0.1,0.1,28,,75,10:30,Sue Poe,2015-06-03,Amy Keiler,23.88888889,2015
A,01csv,2015-06-03,0,,7,0.1,0.1,29,,76,10:40,Sue Poe,2015-06-03,Amy Keiler,24.44444444,2015
Bay,01csv,2015-06-11,0,5,8.5,0.4,0.8,26,,78,9:45,Sue Poe,2015-06-12,Amy Keiler,25.55555556,2015
B,01csv,2015-06-11,0,4,8,0.5,0.5,27,,83,10:18,Sue Poe,2015-06-12,Amy Keiler,28.33333333,2015
A,01csv,2015-06-11,0,5.1,8,0.5,0.6,28,,84,10:50,Sue Poe,2015-06-12,Amy Keiler,28.88888889,2015
D,01csv,2015-06-11,0,,7,0.8,1.1,29,,84,11:25,Sue Poe,2015-06-12,Amy Keiler,28.88888889,2015
d,01csv,2015-07-23,0,,7,0.8,1.2,30.5,,82,10:55,Sue Poe,,,27.77777778,2015
B,01csv,2015-07-23,0,7,7.5,0.3,0.3,31,,82,10:35,Sue Poe,,,27.77777778,2015
A,01csv,2015-07-23,0,6,7.5,0.4,0.4,30,,82,10:10,Sue Poe,,,27.77777778,2015
Bay,01csv,2015-07-23,0,7,9,0.5,0.8,27,,81,9:35,Sue Poe,,,27.22222222,2015
Bay,,2015-09-22,0,4.5,8,0.3,0.3,23,,73,9:30,Susan Poe,2016-01-04,Kayla Braasch,22.77777778,2015
Bay,,2015-09-09,0,2.9,9,0.05,0.05,26,,81,9:38,Susan Poe,2016-01-04,Kayla Braasch,27.22222222,2015
Bay,,2015-10-07,0,5.5,7,0.3,0.5,18,,65,9:45,Susan Poe,2016-01-04,Kayla Braasch,18.33333333,2015
A,,2015-10-07,0,,6,0.5,0.7,20,,67,11:10,Susan Poe,2016-01-04,Kayla Braasch,19.44444444,2015
B,,2015-10-07,0,,7,0.2,0.2,19,,67,10:55,Susan Poe,2016-01-04,Kayla Braasch,19.44444444,2015
D,,2015-10-07,0,6.2,6,0.9,1.2,,,66,10:30,Susan Poe,2016-01-04,Kayla Braasch,18.88888889,2015
A,,2015-10-13,0,6.7,7,0.4,0.4,15,,52,10:35,Susan Poe,2016-01-04,Kayla Braasch,11.11111111,2015
B,,2015-10-13,0,6,7,0.05,0.05,12,,50,10:10,Susan Poe,2016-01-04,Kayla Braasch,10,2015
D,,2015-10-13,0,,6.5,1,1.3,14,,50,10:00,Susan Poe,2016-01-04,Kayla Braasch,10,2015
Bay,,2015-10-13,0,4.9,7,0.4,0.6,12,,50,9:30,Susan Poe,2016-01-04,Kayla Braasch,10,2015
A,,2015-11-03,0,,7,0.4,0.4,18,,66,10:45,Susan Poe,2016-01-04,Kayla Braasch,18.88888889,2015
B,,2015-11-03,0,,7,0.1,0.1,19,,66,10:35,Susan Poe,2016-01-04,Kayla Braasch,18.88888889,2015
D,,2015-11-03,0,6.6,6.5,1.2,1.3,18,,65,10:15,Susan Poe,2016-01-04,Kayla Braasch,18.33333333,2015
Bay,,2015-11-03,0,6.6,7,0.4,0.6,28,,65,9:45,Susan Poe,2016-01-04,Kayla Braasch,18.33333333,2015
Bay,,2015-11-17,0,5.5,7.5,0.25,0.8,13,,55,9:35,Susan Poe,2016-01-04,Kayla Braasch,12.77777778,2015
A,,2015-11-17,0,6.5,6.5,0.5,0.5,15,,56,11:00,Susan Poe,2016-01-04,Kayla Braasch,13.33333333,2015
B,,2015-11-17,0,8,7,0.1,0.1,14,,55,10:35,Susan Poe,2016-01-04,Kayla Braasch,12.77777778,2015
D,,2015-11-17,0,,6.5,0.9,1.5,14,,57,11:25,Susan Poe,2016-01-04,Kayla Braasch,13.88888889,2015
Bay,,,0,,7,0.3,0.5,14,,52,9:20,Susan Poe,,,11.11111111,1899
A,,2015-12-01,0,,7,0.5,0.5,15,,52,10:45,Susan Poe,2016-01-04,Kayla Braasch,11.11111111,2015
B,,2015-12-01,0,,6.5,0.1,0.1,14,,52,10:38,Susan Poe,2016-01-04,Kayla Braasch,11.11111111,2015
D,,2015-12-01,0,7.1,6.5,0.8,1.6,,,52,10:10,Susan Poe,2016-01-04,Kayla Braasch,11.11111111,2015
A,,2015-12-15,0,,7,0.6,0.6,15,,63,10:50,Susan Poe,2016-01-04,Kayla Braasch,17.22222222,2015
B,,2015-12-15,0,,6.5,0.3,0.3,17,,63,10:40,Susan Poe,2016-01-04,Kayla Braasch,17.22222222,2015
D,,2015-12-15,0,6.6,6,0.7,1.8,16,,63,10:00,Susan Poe,2016-01-04,Kayla Braasch,17.22222222,2015
Bay,,2015-12-15,0,7.9,7,0.5,0.8,17,,63,9:20,Susan Poe,2016-01-04,Kayla Braasch,17.22222222,2015
Bay,,2015-12-01,0,,7,0.3,0.5,14,,52,9:20,Susan Poe,2016-01-04,Kayla Braasch,11.11111111,2015
A,,2015-12-30,0,,6,0.7,1.3,17,,60,12:40,Susan Poe,2016-01-11,Kayla Braasch,15.55555556,2015
B,,2015-12-30,0,,6,0.3,0.3,17,,60,12:30,Susan Poe,2016-01-11,Kayla Braasch,15.55555556,2015
D,,2015-12-30,0,6.2,6,0.7,1.4,19,,59,12:00,Susan Poe,2016-01-11,Kayla Braasch,15,2015
Bay,,2015-12-30,0,8.7,7,0.7,0.9,18,,59,11:20,Susan Poe,2016-01-11,Kayla Braasch,15,2015
A,,2016-01-13,0,6.5,6.5,0.5,0.8,7,,39,10:15,Susan Poe,2016-01-15,Kayla Braasch,3.888888889,2016
Bay,,2016-01-13,0,9.1,7,0.5,0.9,5,,39,9:45,Susan Poe,2016-01-15,Kayla Braasch,3.888888889,2016
D,,2016-01-13,0,,6.5,0.7,1.9,6,,40,11:30,Susan Poe,2016-01-15,Kayla Braasch,4.444444444,2016
B,,2016-01-13,0,6.6,6.5,0.3,0.3,5,,40,11:00,Susan Poe,2016-01-15,Kayla Braasch,4.444444444,2016
A,,2016-02-11,0,,6,0.4,1,5,,27,10:50,Susan Poe,2016-02-29,Kayla Braasch,-2.777777778,2016
B,,2016-02-11,0,,6,0.6,0.6,2,,27,10:35,Susan Poe,2016-02-29,Kayla Braasch,-2.777777778,2016
D,,2016-02-11,0,10,5.5,0.6,1.3,3,,27,10:00,Susan Poe,2016-02-29,Kayla Braasch,-2.777777778,2016
Bay,,2016-02-11,0,9.5,7,0.1,0.2,5,,27,9:15,Susan Poe,2016-02-29,Kayla Braasch,-2.777777778,2016
Bay,,2016-02-23,0,9,7,0.4,0.6,11,,48,9:30,Susan Poe,2016-02-29,Kayla Braasch,8.888888889,2016
B,,2016-02-23,0,8,,0.4,0.4,11,,48,10:15,Susan Poe,2016-02-29,Kayla Braasch,8.888888889,2016
A,,2016-02-23,0,7.5,6.5,0.5,1,11,,48,10:45,Susan Poe,2016-02-29,Kayla Braasch,8.888888889,2016
D,,2016-02-23,0,,6.5,0.8,1.8,10,,48,11:15,Susan Poe,2016-02-29,Kayla Braasch,8.888888889,2016
Bay,,2016-03-08,0,9.5,7,0.3,0.7,11,,60,9:35,Susan Poe,2016-03-28,Kayla Braasch,15.55555556,2016
D,,2016-03-08,0,9.5,6.5,0.9,1.8,12,,60,10:10,Susan Poe,2016-03-28,Kayla Braasch,15.55555556,2016
B,,2016-03-08,0,,7,0.7,0.7,12,,62,10:45,Susan Poe,2016-03-28,Kayla Braasch,16.66666667,2016
A,,2016-03-08,0,,7,0.3,1,12,,62,11:00,Susan Poe,2016-03-28,Kayla Braasch,16.66666667,2016
A,,2016-03-22,0,7.1,6.5,0.6,0.6,11,,48,10:30,Susan Poe,2016-03-28,Kayla Braasch,8.888888889,2016
B,,2016-03-22,0,6.5,7,0.3,0.3,11,,50,11:00,Susan Poe,2016-03-22,Kayla Braasch,10,2016
D,,2016-03-22,0,,6.5,0.8,1.8,12,,50,11:30,Susan Poe,2016-03-22,Kayla Braasch,10,2016
Bay,,2016-03-22,0,7.1,7,0.4,0.4,10,,48,9:30,Susan Poe,2016-03-28,Kayla Braasch,8.888888889,2016
A,,2016-04-14,0,,6.5,0.5,0.6,15,,48,11:00,Susan Poe,2016-04-19,Kayla Braasch,8.888888889,2016
B,,2016-04-14,0,,8,0.2,0.2,14,,48,10:45,Susan Poe,2016-04-19,Kayla Braasch,8.888888889,2016
D,,2016-04-14,0,6,6.5,0.9,1.3,14,,48,10:20,Sue Poe,2016-04-19,Kayla Braasch,8.888888889,2016
Bay,,2016-04-14,0,7.9,7,0.3,0.3,13,,48,9:30,Sue Poe,2016-04-19,Kayla Braasch,8.888888889,2016
Bay,,2016-05-03,0,4.5,7,0.4,0.9,21,,65,9:40,Sue Poe,2016-05-06,Kayla Braasch,18.33333333,2016
A,,2016-05-03,0,,7,0.4,0.9,22,,66,10:50,Sue Poe,2016-05-06,Kayla Braasch,18.88888889,2016
B,,2016-05-03,0,,6.5,0.2,0.2,20,,66,10:40,Sue Poe,2016-05-06,Kayla Braasch,18.88888889,2016
D,,2016-05-03,0,,6.5,0.5,1.2,21,,66,10:15,Sue Poe,2016-05-06,Kayla Braasch,18.88888889,2016
,,,,,,,,,,,,,,,-17.77777778,1899
A,,2016-08-31,0,3.9,7.5,0.4,0.4,28,,82,10:40,Sue Poe,2016-08-31,Kayla Braasch,27.77777778,2016
B,,2016-08-31,0,4.2,8.5,0.01,0.01,28,,81,10:20,Sue Poe,2016-08-31,Kayla Braasch,27.22222222,2016
D,,2016-08-31,0,,6.5,0.9,0.9,29,,81,10:00,Sue Poe,2016-08-31,Kayla Braasch,27.22222222,2016
Bay,,2016-08-31,0,4.3,8.5,0.3,0.5,27,,81,9:15,Sue Poe,2016-08-31,Kayla Braasch,27.22222222,2016
A,,2016-09-22,0,,6.5,0.6,0.7,25,,75,11:00,Sue Poe,,,23.88888889,2016
B,,2016-09-22,0,,6.5,0.3,0.3,24,,75,10:40,Sue Poe,,,23.88888889,2016
D,,2016-09-22,0,5,6,0.6,1.8,,,75,10:15,Sue Poe,,,23.88888889,2016
Bay,,2016-09-22,0,3.2,7,0.9,1,23,,75,9:45,Sue Poe,,,23.88888889,2016
